Area,Location,Price,Room,Bathroom,House Type,Square Feet
Selangor,     Shah Alam    ,    RM 584 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1800 sq.ft
Selangor,     Shah Alam    ,    RM 680 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1646 sq.ft
Selangor,     Shah Alam    ,    RM 660 000     , 5 Bedrooms , 3 Bathrooms , Houses ,1540 sq.ft
Selangor,     Shah Alam    ,    RM 1 900 000     , 5 Bedrooms , 4 Bathrooms , Houses ,5489 sq.ft
Selangor,     Puchong    ,    RM 565 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1300 sq.ft
Selangor,     Bandar Puteri Klang    ,    RM 580 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1560 sq.ft
Selangor,     Bangi    ,    RM 560 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1780 sq.ft
Selangor,     Rawang    ,    RM 345 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1500 sq.ft
Selangor,     Kota Kemuning    ,    RM 2 680 000     , 7 Bedrooms , 7 Bathrooms , Houses ,7395 sq.ft
Selangor,     Dengkil    ,    RM 1 300 000     , 4 Bedrooms , 5 Bathrooms , Houses ,3216 sq.ft
Selangor,     Puchong    ,    RM 630 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1600 sq.ft
Selangor,     Bangi    ,    RM 395 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1500 sq.ft
Selangor,     Subang Bestari    ,    RM 480 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1600 sq.ft
Selangor,     Shah Alam    ,    RM 410 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1018 sq.ft
Selangor,     Bangi    ,    RM 395 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1000 sq.ft
Selangor,     Kajang    ,    RM 590 000     , 4 Bedrooms , 4 Bathrooms , Houses ,1500 sq.ft
Selangor,     Bandar Bukit Tinggi    ,    RM 388 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1200 sq.ft
Selangor,     Bandar Puteri Klang    ,    RM 360 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1300 sq.ft
Selangor,     Ara Damansara    ,    RM 980 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,974 sq.ft
Selangor,     Shah Alam    ,    RM 365 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1380 sq.ft
Selangor,     Telok Panglima Garang    ,    RM 745 000     , 4 Bedrooms , 3 Bathrooms , Houses ,4335 sq.ft
Selangor,     Klang    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1100 sq.ft
Selangor,     Puchong    ,    RM 1 800 000     , 4 Bedrooms , 5 Bathrooms , Houses ,2600 sq.ft
Selangor,     Rawang    ,    RM 270 000     , 3 Bedrooms , 1 Bathroom , Houses ,825 sq.ft
Selangor,     Kajang    ,    RM 769 000     , 4 Bedrooms , 3 Bathrooms , Houses ,3262 sq.ft
Selangor,     Klang    ,    RM 2 280 000     , 7 Bedrooms , 4 Bathrooms , Houses ,6146 sq.ft
Selangor,     Semenyih    ,    RM 650 000     , 4 Bedrooms , 3 Bathrooms , Houses ,3380 sq.ft
Selangor,     Puncak Alam    ,    RM 400 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1560 sq.ft
Selangor,     Shah Alam    ,    RM 2 900 000     , 6 Bedrooms , 5 Bathrooms , Houses ,6250 sq.ft
Selangor,     Shah Alam    ,    RM 730 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1540 sq.ft
Selangor,     Batu Caves    ,    RM 370 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1300 sq.ft
Selangor,     Kajang    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1500 sq.ft
Selangor,     Bandar Puteri Klang    ,    RM 548 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1500 sq.ft
Selangor,     Cyberjaya    ,    RM 352 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,953 sq.ft
Selangor,     Klang    ,    RM 339 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1500 sq.ft
Selangor,     Shah Alam    ,    RM 480 000     , 3 Bedrooms , 3 Bathrooms , Houses ,1800 sq.ft
Selangor,     Subang Jaya    ,    RM 220 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,778 sq.ft
Selangor,     Klang    ,    RM 350 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1400 sq.ft
Selangor,     Bandar Botanic    ,    RM 799 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
Selangor,     Petaling Jaya    ,    RM 330 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Selangor,     Rawang    ,    RM 158 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,750 sq.ft
Selangor,     Rawang    ,    RM 103 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,653 sq.ft
Selangor,     Bandar Puteri Klang    ,    RM 560 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1500 sq.ft
Selangor,     Puchong    ,    RM 380 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Sungai Buloh    ,    RM 1 200 000     , 5 Bedrooms , 5 Bathrooms , Houses ,3500 sq.ft
Selangor,     Cheras    ,    RM 849 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2000 sq.ft
Selangor,     Ampang    ,    RM 290 000     , 2 Bedrooms , 1 Bathroom , Houses ,700 sq.ft
Selangor,     Puncak Alam    ,    RM 335 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1350 sq.ft
Selangor,     Rawang    ,    RM 400 000     , 3 Bedrooms , 3 Bathrooms , Houses ,1170 sq.ft
Selangor,     Shah Alam    ,    RM 540 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1680 sq.ft
Selangor,     Seri Kembangan    ,    RM 270 000     , 5 Bedrooms , 3 Bathrooms , Apartments ,1156 sq.ft
Selangor,     Cheras    ,    RM 520 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1276 sq.ft
Selangor,     Telok Panglima Garang    ,    RM 330 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1302 sq.ft
Selangor,     Rawang    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1400 sq.ft
Selangor,     Rawang    ,    RM 530 000     , 4 Bedrooms , 5 Bathrooms , Houses ,1760 sq.ft
Selangor,     Kajang    ,    RM 290 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1001 sq.ft
Selangor,     Damansara Damai    ,    RM 340 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1012 sq.ft
Selangor,     Semenyih    ,    RM 680 000     , 4 Bedrooms , 4 Bathrooms , Houses ,3664 sq.ft
Selangor,     Saujana Utama    ,    RM 450 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1764 sq.ft
Selangor,     Klang    ,    RM 458 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1600 sq.ft
Selangor,     Kajang    ,    RM 130 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,787 sq.ft
Selangor,     Bandar Saujana Putra    ,    RM 445 000     , 3 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Semenyih    ,    RM 295 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,900 sq.ft
Selangor,     Batu Caves    ,    RM 259 999     , 3 Bedrooms , 2 Bathrooms , Apartments ,1012 sq.ft
Selangor,     Selayang    ,    RM 270 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,936 sq.ft
Selangor,     Cyberjaya    ,    RM 898 888     , 5 Bedrooms , 4 Bathrooms , Houses ,2386 sq.ft
Selangor,     Shah Alam    ,    RM 280 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,980 sq.ft
Selangor,     Bangi    ,    RM 379 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1017 sq.ft
Selangor,     Semenyih    ,    RM 290 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,950 sq.ft
Selangor,     Serdang    ,    RM 330 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,936 sq.ft
Selangor,     Hulu Langat    ,    RM 200 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,750 sq.ft
Selangor,     Cheras    ,    RM 245 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1399 sq.ft
Selangor,     Bandar Sungai Long    ,    RM 388 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1366 sq.ft
Selangor,     Selayang    ,    RM 249 999     , 3 Bedrooms , 2 Bathrooms , Apartments ,926 sq.ft
Selangor,     Selayang    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1144 sq.ft
Selangor,     Bangi    ,    RM 700 000     , 4 Bedrooms , 3 Bathrooms , Houses ,3024 sq.ft
Selangor,     Kapar    ,    RM 365 000     , 4 Bedrooms , 2 Bathrooms , Houses ,2852 sq.ft
Selangor,     Bangi    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,956 sq.ft
Selangor,     Port Klang    ,    RM 120 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Selangor,     Cyberjaya    ,    RM 1 500 000     , 4 Bedrooms , 4 Bathrooms , Houses ,3076 sq.ft
Selangor,     Kota Kemuning    ,    RM 280 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,750 sq.ft
Selangor,     Semenyih    ,    RM 75 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,760 sq.ft
Selangor,     Sungai Buloh    ,    RM 1 350 000     , 5 Bedrooms , 5 Bathrooms , Houses ,3500 sq.ft
Selangor,     Shah Alam    ,    RM 810 000     , 4 Bedrooms , 4 Bathrooms , Houses ,3840 sq.ft
Selangor,     Shah Alam    ,    RM 460 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Puncak Jalil    ,    RM 480 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1540 sq.ft
Selangor,     Port Klang    ,    RM 165 000     , 2 Bedrooms , 2 Bathrooms , Houses ,1000 sq.ft
Selangor,     Puchong    ,    RM 549 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
Selangor,     Rawang    ,    RM 314 000     , 3 Bedrooms , 2 Bathrooms , Houses ,3681 sq.ft
Selangor,     Shah Alam    ,    RM 165 000     , 2 Bedrooms , 1 Bathroom , Apartments ,670 sq.ft
Selangor,     Bangi    ,    RM 599 000     , 5 Bedrooms , 3 Bathrooms , Houses ,2000 sq.ft
Selangor,     Puncak Alam    ,    RM 190 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,760 sq.ft
Selangor,     Telok Panglima Garang    ,    RM 405 700     , 4 Bedrooms , 2 Bathrooms , Houses ,2550 sq.ft
Selangor,     Klang    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1300 sq.ft
Selangor,     Kajang    ,    RM 250 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,987 sq.ft
Selangor,     Sepang    ,    RM 557 000     , 4 Bedrooms , 4 Bathrooms , Houses ,2150 sq.ft
Selangor,     Puchong    ,    RM 220 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,806 sq.ft
Selangor,     Puchong    ,    RM 390 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1150 sq.ft
Selangor,     Kajang    ,    RM 240 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,987 sq.ft
Selangor,     Klang    ,    RM 295 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1520 sq.ft
Selangor,     Putra Heights    ,    RM 718 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1800 sq.ft
Selangor,     Shah Alam    ,    RM 520 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1124 sq.ft
Selangor,     Petaling Jaya    ,    RM 220 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,793 sq.ft
Selangor,     Puchong    ,    RM 460 888     , 4 Bedrooms , 4 Bathrooms , Houses ,2999 sq.ft
Selangor,     Alam Impian    ,    RM 1 350 000     , 5 Bedrooms , 5 Bathrooms , Houses ,4760 sq.ft
Selangor,     Kota Damansara    ,    RM 285 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,770 sq.ft
Selangor,     Ampang    ,    RM 210 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Selangor,     Putra Heights    ,    RM 718 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1800 sq.ft
Selangor,     Seri Kembangan    ,    RM 250 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1097 sq.ft
Selangor,     Puchong    ,    RM 560 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Shah Alam    ,    RM 430 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1018 sq.ft
Selangor,     Shah Alam    ,    RM 320 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,914 sq.ft
Selangor,     Shah Alam    ,    RM 320 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,912 sq.ft
Selangor,     Kota Damansara    ,    RM 553 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1608 sq.ft
Selangor,     Shah Alam    ,    RM 410 000     , 1 Bedroom , 1 Bathroom , Apartments ,614 sq.ft
Selangor,     Rawang    ,    RM 375 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2034 sq.ft
Selangor,     Seri Kembangan    ,    RM 200 000     , 1 Bedroom , 1 Bathroom , Apartments ,504 sq.ft
Selangor,     Kapar    ,    RM 335 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1500 sq.ft
Selangor,     Klang    ,    RM 480 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1300 sq.ft
Selangor,     Cyberjaya    ,    RM 1 420 000     , 4 Bedrooms , 4 Bathrooms , Houses ,4110 sq.ft
Selangor,     Klang    ,    RM 668 000     , 4 Bedrooms , 4 Bathrooms , Houses ,2303 sq.ft
Selangor,     Batu Caves    ,    RM 290 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,870 sq.ft
Selangor,     Putra Heights    ,    RM 595 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Puchong    ,    RM 710 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1170 sq.ft
Selangor,     Puchong    ,    RM 275 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,800 sq.ft
Selangor,     Rawang    ,    RM 375 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1302 sq.ft
Selangor,     Ampang    ,    RM 850 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2260 sq.ft
Selangor,     Ampang    ,    RM 180 000     , 2 Bedrooms , 1 Bathroom , Apartments ,650 sq.ft
Selangor,     Kota Kemuning    ,    RM 1 850 000     , 5 Bedrooms , 5 Bathrooms , Houses ,2940 sq.ft
Selangor,     Kajang    ,    RM 250 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1100 sq.ft
Selangor,     Kajang    ,    RM 220 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,947 sq.ft
Selangor,     Shah Alam    ,    RM 335 000     , 3 Bedrooms , 1 Bathroom , Houses ,840 sq.ft
Selangor,     Klang    ,    RM 150 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Selangor,     Banting    ,    RM 240 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1301 sq.ft
Selangor,     Seri Kembangan    ,    RM 388 999     , 4 Bedrooms , 4 Bathrooms , Houses ,3200 sq.ft
Selangor,     Bandar Bukit Raja    ,    RM 610 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2000 sq.ft
Selangor,     Bandar Bukit Raja    ,    RM 628 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
Selangor,     Kajang    ,    RM 250 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,947 sq.ft
Selangor,     Shah Alam    ,    RM 500 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1650 sq.ft
Selangor,     Bandar Puteri Klang    ,    RM 818 000     , 5 Bedrooms , 4 Bathrooms , Houses ,1920 sq.ft
Selangor,     Setia Alam    ,    RM 568 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1500 sq.ft
Selangor,     Rawang    ,    RM 325 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1400 sq.ft
Selangor,     Puchong    ,    RM 738 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Bukit Beruntung    ,    RM 350 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Puchong    ,    RM 498 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1000 sq.ft
Selangor,     Shah Alam    ,    RM 170 000     , 2 Bedrooms , 1 Bathroom , Apartments ,600 sq.ft
Selangor,     Balakong    ,    RM 170 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,900 sq.ft
Selangor,     Bangi    ,    RM 490 000     , 4 Bedrooms , 4 Bathrooms , Houses ,2000 sq.ft
Selangor,     Sepang    ,    RM 180 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1399 sq.ft
Selangor,     Puchong    ,    RM 359 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1400 sq.ft
Selangor,     Bandar Bukit Tinggi    ,    RM 788 000     , 4 Bedrooms , 4 Bathrooms , Houses ,1760 sq.ft
Selangor,     Setia Alam    ,    RM 438 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1500 sq.ft
Selangor,     Shah Alam    ,    RM 818 000     , 5 Bedrooms , 4 Bathrooms , Houses ,2400 sq.ft
Selangor,     Batu Caves    ,    RM 309 999     , 3 Bedrooms , 2 Bathrooms , Apartments ,950 sq.ft
Selangor,     Denai Alam    ,    RM 810 000     , 4 Bedrooms , 4 Bathrooms , Houses ,2000 sq.ft
Selangor,     Shah Alam    ,    RM 539 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2000 sq.ft
Selangor,     Ampang    ,    RM 350 000     , 2 Bedrooms , 1 Bathroom , Houses ,660 sq.ft
Selangor,     Serendah    ,    RM 340 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1390 sq.ft
Selangor,     Kuala Langat    ,    RM 420 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1320 sq.ft
Selangor,     Serdang    ,    RM 150 000     , 2 Bedrooms , 1 Bathroom , Apartments ,600 sq.ft
Selangor,     Subang Jaya    ,    RM 1 250 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2300 sq.ft
Selangor,     Alam Impian    ,    RM 730 000     , 5 Bedrooms , 5 Bathrooms , Houses ,2476 sq.ft
Selangor,     Bangi    ,    RM 799 000     , 5 Bedrooms , 3 Bathrooms , Houses ,2400 sq.ft
Selangor,     Sepang    ,    RM 159 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,669 sq.ft
Selangor,     Kajang    ,    RM 248 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1045 sq.ft
Selangor,     Batang Kali    ,    RM 250 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1400 sq.ft
Selangor,     Seri Kembangan    ,    RM 150 000     , 3 Bedrooms , 1 Bathroom , Apartments ,650 sq.ft
Selangor,     Serdang    ,    RM 238 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,800 sq.ft
Selangor,     Puchong    ,    RM 1 060 000     , 5 Bedrooms , 5 Bathrooms , Apartments ,3035 sq.ft
Selangor,     Selayang    ,    RM 363 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1210 sq.ft
Selangor,     Bukit Antarabangsa    ,    RM 680 000     , 4 Bedrooms , 4 Bathrooms , Houses ,6200 sq.ft
Selangor,     Balakong    ,    RM 750 000     , 3 Bedrooms , 2 Bathrooms , Houses ,2293 sq.ft
Selangor,     Cheras    ,    RM 600 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,916 sq.ft
Selangor,     Shah Alam    ,    RM 320 000     , 2 Bedrooms , 1 Bathroom , Houses ,840 sq.ft
Selangor,     Shah Alam    ,    RM 195 000     , 3 Bedrooms , 1 Bathroom , Apartments ,684 sq.ft
Selangor,     Selayang    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1054 sq.ft
Selangor,     Bangi    ,    RM 150 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,780 sq.ft
Selangor,     Ampang    ,    RM 530 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1500 sq.ft
Selangor,     Selayang    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,916 sq.ft
Selangor,     Cheras    ,    RM 230 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,843 sq.ft
Selangor,     Sungai Buloh    ,    RM 440 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2000 sq.ft
Selangor,     Sungai Buloh    ,    RM 930 000     , 4 Bedrooms , 2 Bathrooms , Houses ,8000 sq.ft
Selangor,     Shah Alam    ,    RM 888 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2658 sq.ft
Selangor,     Bangi    ,    RM 290 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1044 sq.ft
Selangor,     Kajang    ,    RM 200 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,997 sq.ft
Selangor,     Puchong    ,    RM 4 500 000     , 6 Bedrooms , 6 Bathrooms , Houses ,8632 sq.ft
Selangor,     Subang Bestari    ,    RM 245 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,860 sq.ft
Selangor,     Subang Jaya    ,    RM 820 000     , 3 Bedrooms , 3 Bathrooms , Houses ,3120 sq.ft
Selangor,     Bangi    ,    RM 805 000     , 5 Bedrooms , 4 Bathrooms , Houses ,3200 sq.ft
Selangor,     Semenyih    ,    RM 800 000     , 5 Bedrooms , 4 Bathrooms , Houses ,3678 sq.ft
Selangor,     Shah Alam    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1250 sq.ft
Selangor,     Shah Alam    ,    RM 700 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1798 sq.ft
Selangor,     Bangi    ,    RM 995 000     , 5 Bedrooms , 4 Bathrooms , Houses ,3575 sq.ft
Selangor,     Ampang    ,    RM 240 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Selangor,     Puncak Alam    ,    RM 520 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1750 sq.ft
Selangor,     Bangi    ,    RM 659 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1400 sq.ft
Selangor,     Cyberjaya    ,    RM 488 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1450 sq.ft
Selangor,     Klang    ,    RM 168 000     , 2 Bedrooms , 2 Bathrooms , Houses ,1000 sq.ft
Selangor,     Selayang    ,    RM 250 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1023 sq.ft
Selangor,     Shah Alam    ,    RM 240 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1430 sq.ft
Selangor,     Kajang    ,    RM 235 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,750 sq.ft
Selangor,     Cyberjaya    ,    RM 215 000     , 1 Bedroom , 1 Bathroom , Apartments ,500 sq.ft
Selangor,     Bandar Sunway    ,    RM 350 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1062 sq.ft
Selangor,     Sepang    ,    RM 770 000     , 5 Bedrooms , 4 Bathrooms , Houses ,2887 sq.ft
Selangor,     Rawang    ,    RM 330 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1170 sq.ft
Selangor,     Puchong    ,    RM 689 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
Selangor,     Rawang    ,    RM 800 000     , 3 Bedrooms , 2 Bathrooms , Houses ,9859 sq.ft
Selangor,     Cheras    ,    RM 579 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1750 sq.ft
Selangor,     Bandar Saujana Putra    ,    RM 280 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1000 sq.ft
Selangor,     Klang    ,    RM 450 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1760 sq.ft
Selangor,     Ampang    ,    RM 440 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1200 sq.ft
Selangor,     Shah Alam    ,    RM 650 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1480 sq.ft
Selangor,     Kajang    ,    RM 599 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1300 sq.ft
Selangor,     Bandar Bukit Tinggi    ,    RM 900 000     , 4 Bedrooms , 4 Bathrooms , Houses ,3300 sq.ft
Selangor,     Batu Caves    ,    RM 339 000     , 3 Bedrooms , 1 Bathroom , Houses ,770 sq.ft
Selangor,     Batu Caves    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1012 sq.ft
Selangor,     Sepang    ,    RM 360 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1080 sq.ft
Selangor,     Kajang    ,    RM 235 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,950 sq.ft
Selangor,     Salak Tinggi    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1050 sq.ft
Selangor,     Bandar Puteri Klang    ,    RM 650 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
Selangor,     Klang    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1560 sq.ft
Selangor,     Putra Heights    ,    RM 1 000 000     , 5 Bedrooms , 4 Bathrooms , Houses ,3183 sq.ft
Selangor,     Klang    ,    RM 425 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1300 sq.ft
Selangor,     Bukit Beruntung    ,    RM 60 000     , 3 Bedrooms , 1 Bathroom , Apartments ,850 sq.ft
Selangor,     Semenyih    ,    RM 83 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,760 sq.ft
Selangor,     Kajang    ,    RM 255 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,947 sq.ft
Selangor,     Sungai Buloh    ,    RM 850 000     , 4 Bedrooms , 4 Bathrooms , Houses ,2500 sq.ft
Selangor,     Seri Kembangan    ,    RM 760 000     , 4 Bedrooms , 3 Bathrooms , Houses ,3106 sq.ft
Selangor,     Klang    ,    RM 838 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2700 sq.ft
Selangor,     Puchong    ,    RM 1 080 000     , 4 Bedrooms , 4 Bathrooms , Houses ,2942 sq.ft
Selangor,     Puncak Alam    ,    RM 390 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2168 sq.ft
Selangor,     Klang    ,    RM 580 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1560 sq.ft
Selangor,     Bandar Puteri Klang    ,    RM 360 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1300 sq.ft
Selangor,     Taman TTDI Jaya    ,    RM 600 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1640 sq.ft
Selangor,     Shah Alam    ,    RM 260 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1000 sq.ft
Selangor,     Kota Damansara    ,    RM 270 000     , 1 Bedroom , 1 Bathroom , Apartments ,406 sq.ft
Selangor,     Shah Alam    ,    RM 323 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1400 sq.ft
Selangor,     Bandar Puteri Klang    ,    RM 495 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1820 sq.ft
Selangor,     Klang    ,    RM 315 000     , 3 Bedrooms , 2 Bathrooms , Houses ,840 sq.ft
Selangor,     Selayang    ,    RM 270 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,926 sq.ft
Selangor,     Seri Kembangan    ,    RM 110 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
