Area,Location,Price,Room,Bathroom,House Type,Square Feet
Kuala-Lumpur,     Wangsa Maju    ,    RM 930 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2850 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 330 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,877 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 319 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1126 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 330 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1100 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 645 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1280 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 456 000     , 4 Bedrooms , 4 Bathrooms , Houses ,2776 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 525 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1037 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 163 000     , 1 Bedroom , 1 Bathroom , Apartments ,770 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 370 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1106 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 385 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2010 sq.ft
Kuala-Lumpur,     Pandan Perdana    ,    RM 745 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1184 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 253 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1145 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 236 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1470 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 198 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1200 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 360 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 368 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1010 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 418 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1013 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 380 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,686 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 348 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1080 sq.ft
Kuala-Lumpur,     Segambut    ,    RM 345 000     , 3 Bedrooms , 3 Bathrooms , Houses ,700 sq.ft
Kuala-Lumpur,     Others    ,    RM 768 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1540 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 600 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,897 sq.ft
Kuala-Lumpur,     Desa Pandan    ,    RM 699 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,1076 sq.ft
Kuala-Lumpur,     Ampang Hilir    ,    RM 530 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,893 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 998 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2034 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 430 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1100 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 230 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     KLCC    ,    RM 1 030 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,635 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 438 800     , 4 Bedrooms , 4 Bathrooms , Houses ,2886 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 550 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1272 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 550 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1300 sq.ft
Kuala-Lumpur,     KL City    ,    RM 580 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1171 sq.ft
Kuala-Lumpur,     Sungai Besi    ,    RM 449 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,782 sq.ft
Kuala-Lumpur,     Setiawangsa    ,    RM 580 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1200 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 525 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1329 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 1 190 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1772 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1212 sq.ft
Kuala-Lumpur,     Bukit Bintang    ,    RM 1 410 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,2022 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 950 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1956 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 2 000 000     , 5 Bedrooms , 5 Bathrooms , Houses ,4285 sq.ft
Kuala-Lumpur,     Sri Damansara    ,    RM 330 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,830 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 320 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,870 sq.ft
Kuala-Lumpur,     Sungai Besi    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1060 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 400 000     , 4 Bedrooms , 4 Bathrooms , Houses ,3255 sq.ft
Kuala-Lumpur,     Setiawangsa    ,    RM 880 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2000 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 399 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1250 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 530 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1385 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1010 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 900 000     , 6 Bedrooms , 7 Bathrooms , Apartments ,4177 sq.ft
Kuala-Lumpur,     Setiawangsa    ,    RM 650 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1378 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 575 000     , 3 Bedrooms , 3 Bathrooms , Houses ,1688 sq.ft
Kuala-Lumpur,     KL City    ,    RM 1 350 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1300 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 227 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,776 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 270 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,619 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 650 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1300 sq.ft
Kuala-Lumpur,     KLCC    ,    RM 520 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1081 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 250 000     , 3 Bedrooms , 1 Bathroom , Apartments ,890 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 220 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,735 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 2 700 000     , 5 Bedrooms , 4 Bathrooms , Houses ,8000 sq.ft
Kuala-Lumpur,     Bangsar    ,    RM 1 150 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,1519 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 390 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1007 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 461 988     , 4 Bedrooms , 4 Bathrooms , Houses ,2986 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 456 888     , 4 Bedrooms , 4 Bathrooms , Houses ,2886 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 260 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1062 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 1 167 000     , 6 Bedrooms , 6 Bathrooms , Houses ,4600 sq.ft
Kuala-Lumpur,     KLCC    ,    RM 312 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,966 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 170 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 930 000     , 4 Bedrooms , 4 Bathrooms , Houses ,2045 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 190 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,613 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,832 sq.ft
Kuala-Lumpur,     Mont Kiara    ,    RM 530 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1203 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 225 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Keramat    ,    RM 825 000     , 5 Bedrooms , 4 Bathrooms , Houses ,3000 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 440 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,958 sq.ft
Kuala-Lumpur,     KLCC    ,    RM 748 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,975 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 360 000     , 3 Bedrooms , 1 Bathroom , Houses ,1200 sq.ft
Kuala-Lumpur,     Segambut    ,    RM 420 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1100 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 1 400 000     , 5 Bedrooms , 4 Bathrooms , Houses ,2250 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1007 sq.ft
Kuala-Lumpur,     Taman Desa    ,    RM 290 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,721 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 240 000     , 3 Bedrooms , 1 Bathroom , Apartments ,721 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 2 100 000     , 5 Bedrooms , 7 Bathrooms , Houses ,5400 sq.ft
Kuala-Lumpur,     Keramat    ,    RM 560 000     , 3 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,975 sq.ft
Kuala-Lumpur,     Keramat    ,    RM 287 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,735 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 119 000     , 2 Bedrooms , 1 Bathroom , Apartments ,604 sq.ft
Kuala-Lumpur,     Desa Pandan    ,    RM 750 000     , 6 Bedrooms , 4 Bathrooms , Houses ,2000 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 175 000     , 3 Bedrooms , 1 Bathroom , Apartments ,650 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 275 000     , 1 Bedroom , 1 Bathroom , Apartments ,550 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 355 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1021 sq.ft
Kuala-Lumpur,     KLCC    ,    RM 446 000     , 1 Bedroom , 1 Bathroom , Apartments ,657 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 380 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1207 sq.ft
Kuala-Lumpur,     Sungai Besi    ,    RM 270 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Kuala-Lumpur,     KLCC    ,    RM 480 000     , 1 Bedroom , 1 Bathroom , Apartments ,552 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 600 000     , 4 Bedrooms , 2 Bathrooms , Houses ,883 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 499 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1951 sq.ft
Kuala-Lumpur,     Gombak    ,    RM 670 000     , 4 Bedrooms , 4 Bathrooms , Houses ,2201 sq.ft
Kuala-Lumpur,     Jalan Ampang    ,    RM 800 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1020 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 580 000     , 5 Bedrooms , 4 Bathrooms , Houses ,1900 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 270 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1035 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 450 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1164 sq.ft
Kuala-Lumpur,     Mont Kiara    ,    RM 320 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1165 sq.ft
Kuala-Lumpur,     Pandan Jaya    ,    RM 275 000     , 3 Bedrooms , 1 Bathroom , Apartments ,850 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 530 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,774 sq.ft
Kuala-Lumpur,     Mid Valley City    ,    RM 650 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,660 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 639 600     , 2 Bedrooms , 2 Bathrooms , Apartments ,660 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 880 000     , 5 Bedrooms , 3 Bathrooms , Houses ,2500 sq.ft
Kuala-Lumpur,     Setiawangsa    ,    RM 565 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1200 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 580 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 288 000     , 2 Bedrooms , 1 Bathroom , Apartments ,750 sq.ft
Kuala-Lumpur,     Jalan Kuching    ,    RM 535 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1015 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 490 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1081 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 380 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1050 sq.ft
Kuala-Lumpur,     Bukit Bintang    ,    RM 585 000     , 1 Bedroom , 1 Bathroom , Apartments ,384 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 529 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1013 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 500 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1123 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 520 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1001 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,801 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 269 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1050 sq.ft
Kuala-Lumpur,     Damansara Heights    ,    RM 5 800 000     , 6 Bedrooms , 5 Bathrooms , Houses ,7200 sq.ft
Kuala-Lumpur,     Kuchai Lama    ,    RM 407 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,990 sq.ft
Kuala-Lumpur,     Seputeh    ,    RM 950 000     , 5 Bedrooms , 4 Bathrooms , Apartments ,2500 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 390 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1000 sq.ft
Kuala-Lumpur,     KLCC    ,    RM 730 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1120 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 328 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,950 sq.ft
Kuala-Lumpur,     Jalan Kuching    ,    RM 390 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1100 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 388 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,740 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 930 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2850 sq.ft
Kuala-Lumpur,     Mont Kiara    ,    RM 620 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1598 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 338 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1100 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 270 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,800 sq.ft
Kuala-Lumpur,     KL City    ,    RM 698 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1650 sq.ft
Kuala-Lumpur,     Gombak    ,    RM 279 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,800 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 265 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,975 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 170 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1152 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 300 000     , 1 Bedroom , 1 Bathroom , Apartments ,380 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 560 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1271 sq.ft
Kuala-Lumpur,     Sri Damansara    ,    RM 397 000     , 3 Bedrooms , 3 Bathrooms , Houses ,1500 sq.ft
Kuala-Lumpur,     Ampang Hilir    ,    RM 418 800     , 3 Bedrooms , 2 Bathrooms , Apartments ,900 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 578 800     , 3 Bedrooms , 2 Bathrooms , Apartments ,1607 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 520 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1650 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 350 000     , 1 Bedroom , 1 Bathroom , Apartments ,536 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 488 888     , 2 Bedrooms , 2 Bathrooms , Apartments ,870 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 600 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1271 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 428 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1400 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 369 500     , 2 Bedrooms , 1 Bathroom , Apartments ,689 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 430 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,927 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 1 500 000     , 4 Bedrooms , 3 Bathrooms , Houses ,3800 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 1 700 000     , 5 Bedrooms , 6 Bathrooms , Houses ,3480 sq.ft
Kuala-Lumpur,     Damansara    ,    RM 270 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 310 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,818 sq.ft
Kuala-Lumpur,     Sri Damansara    ,    RM 550 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1600 sq.ft
Kuala-Lumpur,     Sri Damansara    ,    RM 428 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1400 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 369 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1020 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 408 800     , 3 Bedrooms , 2 Bathrooms , Apartments ,900 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 428 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1400 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 270 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,783 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 590 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1270 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 308 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1024 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 710 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1206 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 639 600     , 2 Bedrooms , 2 Bathrooms , Apartments ,660 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 639 600     , 1 Bedroom , 1 Bathroom , Apartments ,660 sq.ft
Kuala-Lumpur,     Sri Damansara    ,    RM 430 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1400 sq.ft
Kuala-Lumpur,     Solaris Dutamas    ,    RM 1 100 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,1140 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 600 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 348 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1000 sq.ft
Kuala-Lumpur,     Mont Kiara    ,    RM 400 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1600 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 388 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1300 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 270 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,800 sq.ft
Kuala-Lumpur,     Pandan Perdana    ,    RM 265 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,807 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 960 000     , 5 Bedrooms , 3 Bathrooms , Houses ,2600 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 650 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1100 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 518 388     , 4 Bedrooms , 4 Bathrooms , Houses ,3740 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 248 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,952 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 1 157 139     , 4 Bedrooms , 6 Bathrooms , Apartments ,2266 sq.ft
Kuala-Lumpur,     Bandar Menjalara    ,    RM 590 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1316 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 600 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1540 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 1 950 000     , 5 Bedrooms , 6 Bathrooms , Houses ,3156 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 960 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1500 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 430 000     , 3 Bedrooms , 2 Bathrooms , Houses ,588 sq.ft
Kuala-Lumpur,     Sri Damansara    ,    RM 265 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,992 sq.ft
Kuala-Lumpur,     Desa Petaling    ,    RM 329 999     , 3 Bedrooms , 2 Bathrooms , Apartments ,1180 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 355 000     , 2 Bedrooms , 2 Bathrooms , Houses ,870 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 260 000     , 2 Bedrooms , 2 Bathrooms , Houses ,870 sq.ft
Kuala-Lumpur,     Bangsar    ,    RM 560 000     , 1 Bedroom , 1 Bathroom , Apartments ,850 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 470 000     , 3 Bedrooms , 2 Bathrooms , Houses ,770 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 450 000     , 3 Bedrooms , 2 Bathrooms , Houses ,600 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Houses ,870 sq.ft
Kuala-Lumpur,     Kuchai Lama    ,    RM 1 450 000     , 5 Bedrooms , 4 Bathrooms , Apartments ,2021 sq.ft
Kuala-Lumpur,     Pandan Perdana    ,    RM 700 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1450 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 530 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1422 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 370 000     , 3 Bedrooms , 2 Bathrooms , Houses ,600 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 310 000     , 2 Bedrooms , 2 Bathrooms , Houses ,870 sq.ft
Kuala-Lumpur,     Damansara    ,    RM 750 000     , 5 Bedrooms , 3 Bathrooms , Houses ,2475 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 418 000     , 5 Bedrooms , 4 Bathrooms , Houses ,3458 sq.ft
Kuala-Lumpur,     Damansara    ,    RM 620 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1000 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 550 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1182 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 530 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1362 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 180 000     , 2 Bedrooms , 1 Bathroom , Houses ,549 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 850 000     , 6 Bedrooms , 5 Bathrooms , Apartments ,2562 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 930 000     , 5 Bedrooms , 4 Bathrooms , Houses ,3500 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 590 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1600 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 560 000     , 3 Bedrooms , 4 Bathrooms , Apartments ,1281 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 540 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1427 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 850 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1760 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 800 000     , 6 Bedrooms , 5 Bathrooms , Apartments ,2562 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 515 000     , 3 Bedrooms , 1 Bathroom , Houses ,1600 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 540 000     , 4 Bedrooms , 2 Bathrooms , Houses ,1300 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 600 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1238 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 700 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1784 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 1 000 000     , 4 Bedrooms , 4 Bathrooms , Apartments ,1759 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 980 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1038 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 728 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1547 sq.ft
Kuala-Lumpur,     Bandar Menjalara    ,    RM 270 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,940 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 798 000     , 4 Bedrooms , 4 Bathrooms , Houses ,1650 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 468 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1000 sq.ft
